student_id,cohort_year,gender,race_ethnicity,first_generation,pell_eligible,program_code,retention_probability,risk_score,risk_band,actual_returned_year_2
S102511,2023,Female,Hispanic/Latino,No,No,NUR,0.8805,0.1195,Low,1
S102512,2023,Female,White,No,No,COM,0.8097,0.1903,Low,1
S102513,2023,Male,White,No,No,BIO,0.6373,0.3627,Moderate,0
S102514,2020,Female,Two or More Races,No,Yes,EDU,0.7929,0.2071,Moderate,1
S102515,2023,Female,White,No,Yes,SOC,0.788,0.212,Moderate,1
S102516,2022,Female,Hispanic/Latino,No,No,SOC,0.3897,0.6103,High,0
S102517,2022,Female,Asian,No,No,BUS,0.8059,0.1941,Low,1
S102518,2020,Male,White,Yes,No,PSY,0.878,0.122,Low,1
S102519,2023,Female,Asian,No,No,ENG,0.9676,0.0324,Low,1
S102520,2021,Male,White,No,No,BUS,0.788,0.212,Moderate,1
S102521,2020,Male,White,No,No,POL,0.9427,0.0573,Low,1
S102522,2020,Male,White,No,Yes,POL,0.7093,0.2907,Moderate,0
S102523,2021,Male,Unknown,No,Yes,EDU,0.9054,0.0946,Low,1
S102524,2020,Male,White,No,No,BIO,0.6963,0.3037,Moderate,0
S102525,2021,Male,White,No,No,NUR,0.9621,0.0379,Low,1
S102526,2021,Female,Two or More Races,Yes,No,SOC,0.87,0.13,Low,1
S102527,2023,Female,White,No,Yes,EDU,0.87,0.13,Low,1
S102528,2020,Male,Black/African American,No,No,POL,0.8908,0.1092,Low,1
S102529,2022,Female,Hispanic/Latino,No,Yes,PSY,0.8186,0.1814,Low,1
S102530,2023,Female,Hispanic/Latino,No,Yes,NUR,0.8676,0.1324,Low,1
S102531,2023,Male,Asian,No,No,POL,0.8676,0.1324,Low,1
S102532,2023,Female,Asian,Yes,No,NUR,0.8605,0.1395,Low,1
S102533,2020,Female,White,Yes,Yes,ENG,0.7564,0.2436,Moderate,1
S102534,2023,Male,Unknown,No,No,CS,0.8361,0.1639,Low,1
S102535,2023,Female,Two or More Races,Yes,No,ENG,0.8068,0.1932,Low,1
S102536,2021,Male,Black/African American,No,No,CS,0.817,0.183,Low,1
S102537,2021,Female,Hispanic/Latino,Yes,No,BUS,0.7474,0.2526,Moderate,1
S102538,2022,Male,Hispanic/Latino,No,Yes,COM,0.8306,0.1694,Low,1
S102539,2021,Male,Hispanic/Latino,No,No,BIO,0.7613,0.2387,Moderate,1
S102540,2021,Female,White,No,No,NUR,0.7991,0.2009,Moderate,1
S102541,2023,Female,White,No,Yes,CS,0.8376,0.1624,Low,1
S102542,2023,Female,Hispanic/Latino,Yes,No,BIO,0.8174,0.1826,Low,1
S102543,2021,Female,Hispanic/Latino,No,Yes,EDU,0.7239,0.2761,Moderate,1
S102544,2023,Female,White,No,No,PSY,0.7929,0.2071,Moderate,1
S102545,2021,Nonbinary,White,No,No,ENG,0.8676,0.1324,Low,1
S102546,2023,Female,Hispanic/Latino,Yes,No,CS,0.87,0.13,Low,1
S102547,2022,Male,White,No,Yes,SOC,0.9621,0.0379,Low,1
S102548,2021,Female,International,No,Yes,NUR,0.9237,0.0763,Low,1
S102549,2020,Male,Asian,No,No,BUS,0.8437,0.1563,Low,1
S102550,2022,Female,White,No,Yes,SOC,0.9676,0.0324,Low,1
S102551,2021,Female,White,No,No,PSY,0.9054,0.0946,Low,1
S102552,2020,Female,Hispanic/Latino,No,No,EDU,0.87,0.13,Low,1
S102553,2020,Female,White,No,Yes,ENG,0.87,0.13,Low,1
S102554,2023,Male,Black/African American,No,No,EDU,0.9266,0.0734,Low,1
S102555,2020,Female,White,No,Yes,COM,0.9013,0.0987,Low,1
S102556,2023,Female,White,No,No,BIO,0.8158,0.1842,Low,1
S102557,2023,Female,White,No,No,ENG,0.9829,0.0171,Low,1
S102558,2020,Male,Asian,No,No,PSY,0.9467,0.0533,Low,1
S102559,2022,Female,International,Yes,No,PSY,0.7943,0.2057,Moderate,1
S102560,2022,Female,Black/African American,No,No,ENG,0.8613,0.1387,Low,1
S102561,2021,Female,White,No,Yes,BUS,0.8403,0.1597,Low,1
S102562,2022,Female,Asian,No,Yes,BUS,0.8613,0.1387,Low,1
S102563,2021,Female,White,Yes,Yes,COM,0.7375,0.2625,Moderate,0
S102564,2021,Male,Hispanic/Latino,No,No,BUS,0.792,0.208,Moderate,1
S102565,2021,Female,Two or More Races,No,No,POL,0.9219,0.0781,Low,1
S102566,2023,Male,White,No,No,COM,0.87,0.13,Low,1
S102567,2022,Female,International,No,No,SOC,0.9054,0.0946,Low,1
S102568,2021,Female,White,Yes,No,CS,0.816,0.184,Low,1
S102569,2023,Female,White,No,Yes,EDU,0.9676,0.0324,Low,1
S102570,2023,Female,Hispanic/Latino,Yes,Yes,NUR,0.5705,0.4295,Elevated,0
S102571,2023,Female,Black/African American,No,No,COM,0.8499,0.1501,Low,1
S102572,2022,Female,White,Yes,No,PSY,0.85,0.15,Low,1
S102573,2021,Female,Asian,No,No,EDU,0.8676,0.1324,Low,1
S102574,2023,Male,White,No,Yes,PSY,0.8235,0.1765,Low,1
S102575,2021,Female,Asian,No,No,EDU,0.6873,0.3127,Moderate,0
S102576,2021,Female,Hispanic/Latino,No,Yes,SOC,0.8805,0.1195,Low,1
S102577,2021,Female,White,No,No,BUS,0.9262,0.0738,Low,0
S102578,2023,Female,Asian,No,Yes,BUS,0.5901,0.4099,Elevated,0
S102579,2022,Male,Asian,Yes,Yes,PSY,0.7752,0.2248,Moderate,1
S102580,2021,Female,Hispanic/Latino,No,No,ENG,0.8557,0.1443,Low,1
S102581,2021,Male,White,No,No,SOC,0.613,0.387,Moderate,0
S102582,2021,Female,White,No,No,CS,0.9676,0.0324,Low,1
S102583,2022,Female,Two or More Races,No,Yes,SOC,0.8095,0.1905,Low,1
S102584,2021,Male,Hispanic/Latino,No,No,EDU,0.8731,0.1269,Low,1
S102585,2022,Female,Asian,No,No,EDU,0.9676,0.0324,Low,1
S102586,2021,Male,Hispanic/Latino,Yes,No,POL,0.7261,0.2739,Moderate,0
S102587,2021,Female,Asian,No,Yes,PSY,0.8206,0.1794,Low,1
S102588,2023,Male,White,Yes,No,COM,0.779,0.221,Moderate,0
S102589,2021,Female,White,No,No,EDU,0.846,0.154,Low,1
S102590,2020,Female,Hispanic/Latino,No,No,POL,0.7862,0.2138,Moderate,1
S102591,2021,Male,White,No,No,BIO,0.7118,0.2882,Moderate,0
S102592,2022,Female,White,Yes,No,EDU,0.85,0.15,Low,0
S102593,2020,Female,Hispanic/Latino,No,Yes,BIO,0.956,0.044,Low,1
S102594,2021,Nonbinary,Black/African American,No,Yes,POL,0.9114,0.0886,Low,1
S102595,2020,Female,Hispanic/Latino,No,Yes,ENG,0.8637,0.1363,Low,1
S102596,2022,Male,White,No,No,SOC,0.5705,0.4295,Elevated,0
S102597,2022,Male,International,No,Yes,ENG,0.8206,0.1794,Low,1
S102598,2023,Male,White,No,Yes,BUS,0.9219,0.0781,Low,1
S102599,2021,Male,White,Yes,No,PSY,0.8652,0.1348,Low,1
S102600,2023,Female,International,No,Yes,COM,0.8299,0.1701,Low,1
S102601,2020,Female,Asian,No,No,COM,0.8249,0.1751,Low,1
S102602,2023,Female,Two or More Races,No,Yes,ENG,0.6993,0.3007,Moderate,0
S102603,2022,Male,Asian,Yes,No,EDU,0.8637,0.1363,Low,1
S102604,2023,Male,Hispanic/Latino,No,No,ENG,0.8235,0.1765,Low,1
S102605,2023,Female,White,No,No,NUR,0.8411,0.1589,Low,1
S102606,2022,Female,White,No,No,BUS,0.6518,0.3482,Moderate,0
S102607,2021,Female,Two or More Races,Yes,No,BIO,0.9219,0.0781,Low,1
S102608,2022,Female,Black/African American,No,No,NUR,0.8437,0.1563,Low,1
S102609,2023,Male,White,No,Yes,COM,0.87,0.13,Low,1
S102610,2023,Female,White,Yes,No,POL,0.6772,0.3228,Moderate,1
S102611,2023,Male,White,No,No,POL,0.9467,0.0533,Low,1
S102612,2020,Male,White,No,No,ENG,0.6686,0.3314,Moderate,1
S102613,2022,Male,Black/African American,No,No,SOC,0.7761,0.2239,Moderate,0
S102614,2020,Female,White,Yes,No,COM,0.7176,0.2824,Moderate,1
S102615,2022,Male,White,No,No,NUR,0.7418,0.2582,Moderate,1
S102616,2023,Male,Two or More Races,Yes,No,ENG,0.7929,0.2071,Moderate,1
S102617,2020,Male,Hispanic/Latino,No,Yes,ENG,0.9322,0.0678,Low,1
S102618,2022,Female,White,No,No,ENG,0.7853,0.2147,Moderate,1
S102619,2023,Female,White,No,Yes,SOC,0.9013,0.0987,Low,1
S102620,2023,Male,White,Yes,No,POL,0.8359,0.1641,Low,1
S102621,2021,Female,White,No,No,BIO,0.6967,0.3033,Moderate,1
S102622,2020,Female,White,Yes,No,BUS,0.8186,0.1814,Low,1
S102623,2023,Female,White,No,No,COM,0.8186,0.1814,Low,1
S102624,2023,Female,White,No,No,NUR,0.5982,0.4018,Elevated,0
S102625,2022,Female,White,No,No,CS,0.7474,0.2526,Moderate,1
S102626,2023,Female,White,No,Yes,POL,0.9829,0.0171,Low,1
S102627,2020,Female,Two or More Races,Yes,No,COM,0.8158,0.1842,Low,1
S102628,2022,Male,White,Yes,Yes,POL,0.774,0.226,Moderate,0
S102629,2020,Male,White,No,Yes,BUS,0.8613,0.1387,Low,1
S102630,2023,Female,Black/African American,No,No,EDU,0.9054,0.0946,Low,1
S102631,2022,Female,White,Yes,No,PSY,0.5705,0.4295,Elevated,1
S102632,2023,Female,White,No,No,BUS,0.8605,0.1395,Low,1
S102633,2022,Female,Black/African American,No,Yes,PSY,0.9676,0.0324,Low,1
S102634,2020,Male,Hispanic/Latino,No,No,POL,0.8676,0.1324,Low,1
S102635,2020,Female,White,No,Yes,CS,0.7239,0.2761,Moderate,0
S102636,2021,Female,Asian,Yes,Yes,POL,0.8676,0.1324,Low,1
S102637,2022,Female,Hispanic/Latino,Yes,Yes,NUR,0.788,0.212,Moderate,1
S102638,2020,Female,White,No,No,COM,0.8805,0.1195,Low,1
S102639,2023,Male,White,No,No,CS,0.5476,0.4524,Elevated,0
S102640,2020,Male,White,No,Yes,BIO,0.6354,0.3646,Moderate,0
S102641,2021,Female,Asian,No,Yes,ENG,0.8805,0.1195,Low,1
S102642,2020,Female,White,Yes,No,COM,0.817,0.183,Low,1
S102643,2021,Male,White,No,No,BUS,0.8235,0.1765,Low,1
S102644,2021,Female,Hispanic/Latino,No,Yes,COM,0.7564,0.2436,Moderate,1
S102645,2020,Male,Two or More Races,Yes,No,PSY,0.8066,0.1934,Low,1
S102646,2022,Male,White,No,No,SOC,0.8186,0.1814,Low,1
S102647,2023,Female,White,No,No,NUR,0.7071,0.2929,Moderate,1
S102648,2023,Male,White,No,Yes,BIO,0.87,0.13,Low,1
S102649,2021,Female,Hispanic/Latino,No,No,POL,0.9676,0.0324,Low,1
S102650,2023,Male,White,Yes,No,BIO,0.805,0.195,Low,1
S102651,2023,Female,Black/African American,No,No,NUR,0.8249,0.1751,Low,1
S102652,2023,Female,White,No,No,ENG,0.8478,0.1522,Low,1
S102653,2021,Female,White,Yes,No,COM,0.8235,0.1765,Low,1
S102654,2023,Female,White,No,No,ENG,0.788,0.212,Moderate,0
S102655,2022,Female,White,No,No,CS,0.8017,0.1983,Low,1
S102656,2020,Female,White,No,Yes,NUR,0.8299,0.1701,Low,1
S102657,2021,Male,Asian,No,No,BIO,0.7773,0.2227,Moderate,1
S102658,2022,Female,White,No,No,BUS,0.8557,0.1443,Low,1
S102659,2020,Female,Asian,Yes,No,SOC,0.8362,0.1638,Low,1
S102660,2021,Nonbinary,White,Yes,No,BIO,0.8206,0.1794,Low,0
S102661,2023,Male,Hispanic/Latino,Yes,Yes,COM,0.8235,0.1765,Low,1
S102662,2020,Female,White,No,No,BIO,0.8235,0.1765,Low,1
S102663,2021,Female,Hispanic/Latino,No,No,COM,0.7217,0.2783,Moderate,1
S102664,2020,Male,White,No,No,BUS,0.8302,0.1698,Low,1
S102665,2022,Male,Two or More Races,Yes,No,BUS,0.4831,0.5169,Elevated,0
S102666,2020,Female,Black/African American,Yes,Yes,PSY,0.891,0.109,Low,1
S102667,2023,Male,Asian,No,Yes,BIO,0.878,0.122,Low,1
S102668,2020,Female,Black/African American,Yes,No,PSY,0.9029,0.0971,Low,1
S102669,2023,Female,White,No,No,BIO,0.8157,0.1843,Low,1
S102670,2023,Male,Hispanic/Latino,No,No,COM,0.5476,0.4524,Elevated,0
S102671,2023,Male,White,No,No,CS,0.8499,0.1501,Low,1
S102672,2023,Male,Black/African American,No,No,NUR,0.8805,0.1195,Low,1
S102673,2020,Female,White,No,No,POL,0.6787,0.3213,Moderate,1
S102674,2023,Female,White,Yes,No,COM,0.7844,0.2156,Moderate,1
S102675,2022,Female,Hispanic/Latino,No,No,CS,0.817,0.183,Low,1
S102676,2023,Female,White,Yes,No,ENG,0.878,0.122,Low,1
S102677,2023,Female,Asian,Yes,No,PSY,0.7242,0.2758,Moderate,0
S102678,2022,Female,White,No,Yes,PSY,0.7841,0.2159,Moderate,1
S102679,2021,Female,Hispanic/Latino,Yes,No,BUS,0.6805,0.3195,Moderate,0
S102680,2020,Male,Black/African American,No,Yes,SOC,0.8805,0.1195,Low,1
S102681,2020,Female,Hispanic/Latino,No,No,PSY,0.7409,0.2591,Moderate,0
S102682,2021,Female,White,No,No,COM,0.87,0.13,Low,1
S102683,2023,Male,White,No,No,BUS,0.8689,0.1311,Low,1
S102684,2022,Female,White,No,Yes,BUS,0.8676,0.1324,Low,1
S102685,2021,Male,White,No,No,PSY,0.8055,0.1945,Low,1
S102686,2020,Female,Hispanic/Latino,Yes,Yes,BUS,0.8579,0.1421,Low,1
S102687,2022,Female,White,No,No,POL,0.7085,0.2915,Moderate,1
S102688,2022,Male,White,Yes,No,BUS,0.9054,0.0946,Low,1
S102689,2023,Female,White,Yes,No,ENG,0.8499,0.1501,Low,1
S102690,2022,Male,Two or More Races,Yes,No,PSY,0.6037,0.3963,Moderate,0
S102691,2022,Male,White,No,No,BIO,0.87,0.13,Low,1
S102692,2023,Female,White,No,No,NUR,0.7929,0.2071,Moderate,1
S102693,2021,Male,White,No,No,BIO,0.5476,0.4524,Elevated,0
S102694,2023,Male,White,No,No,BUS,0.782,0.218,Moderate,1
S102695,2021,Male,Two or More Races,No,No,ENG,0.8853,0.1147,Low,1
S102696,2020,Female,White,No,No,BIO,0.5476,0.4524,Elevated,0
S102697,2021,Female,Hispanic/Latino,Yes,Yes,BUS,0.8676,0.1324,Low,1
S102698,2020,Male,Hispanic/Latino,Yes,No,NUR,0.5476,0.4524,Elevated,0
S102699,2020,Female,Asian,No,No,SOC,0.8603,0.1397,Low,1
S102700,2023,Female,Hispanic/Latino,Yes,Yes,BIO,0.8494,0.1506,Low,1
S102701,2023,Female,Asian,No,Yes,ENG,0.834,0.166,Low,1
S102702,2020,Female,White,No,No,CS,0.6754,0.3246,Moderate,0
S102703,2023,Female,White,No,No,CS,0.8309,0.1691,Low,1
S102704,2020,Female,Asian,Yes,No,SOC,0.9114,0.0886,Low,1
S102705,2021,Female,Hispanic/Latino,No,No,EDU,0.723,0.277,Moderate,0
S102706,2022,Female,Hispanic/Latino,No,No,ENG,0.7908,0.2092,Moderate,1
S102707,2021,Male,White,No,No,BIO,0.87,0.13,Low,1
S102708,2022,Female,White,No,Yes,SOC,0.6455,0.3545,Moderate,0
S102709,2023,Female,White,No,No,BUS,0.8603,0.1397,Low,1
S102710,2020,Female,White,No,No,ENG,0.7112,0.2888,Moderate,1
S102711,2020,Female,White,Yes,No,COM,0.6825,0.3175,Moderate,1
S102712,2023,Male,White,No,Yes,POL,0.9114,0.0886,Low,1
S102713,2022,Male,Hispanic/Latino,No,No,NUR,0.8038,0.1962,Low,0
S102714,2022,Female,Asian,Yes,No,BIO,0.8403,0.1597,Low,1
S102715,2021,Female,Hispanic/Latino,No,No,BUS,0.87,0.13,Low,1
S102716,2021,Female,Hispanic/Latino,No,No,BIO,0.8235,0.1765,Low,1
S102717,2022,Female,White,No,No,POL,0.7336,0.2664,Moderate,0
S102718,2022,Female,White,Yes,No,BUS,0.8231,0.1769,Low,1
S102719,2020,Female,Hispanic/Latino,No,No,EDU,0.8235,0.1765,Low,1
S102720,2022,Female,Asian,Yes,Yes,POL,0.9829,0.0171,Low,1
S102721,2022,Female,Asian,No,No,NUR,0.7524,0.2476,Moderate,0
S102722,2020,Female,Hispanic/Latino,No,No,PSY,0.788,0.212,Moderate,1
S102723,2021,Female,Asian,No,No,SOC,0.8314,0.1686,Low,1
S102724,2023,Female,Asian,No,No,EDU,0.8359,0.1641,Low,1
S102725,2022,Female,Asian,No,No,BUS,0.6576,0.3424,Moderate,0
S102726,2020,Female,Asian,No,No,SOC,0.7312,0.2688,Moderate,1
S102727,2020,Female,White,No,No,SOC,0.8637,0.1363,Low,1
S102728,2022,Female,White,Yes,Yes,PSY,0.8451,0.1549,Low,1
S102729,2021,Female,White,No,No,CS,0.731,0.269,Moderate,1
S102730,2023,Male,Hispanic/Latino,No,Yes,PSY,0.8605,0.1395,Low,1
S102731,2022,Male,Asian,No,No,ENG,0.5705,0.4295,Elevated,0
S102732,2023,Female,White,Yes,No,EDU,0.8853,0.1147,Low,1
S102733,2020,Female,White,No,No,COM,0.8206,0.1794,Low,1
S102734,2021,Male,Asian,Yes,Yes,POL,0.8235,0.1765,Low,1
S102735,2020,Male,White,No,No,BUS,0.7474,0.2526,Moderate,1
S102736,2022,Female,Asian,No,No,POL,0.87,0.13,Low,1
S102737,2020,Female,White,No,No,POL,0.8186,0.1814,Low,1
S102738,2021,Female,White,No,No,PSY,0.901,0.099,Low,1
S102739,2021,Female,White,No,No,NUR,0.847,0.153,Low,1
S102740,2020,Female,White,No,No,BIO,0.8908,0.1092,Low,1
S102741,2020,Female,White,No,Yes,POL,0.9427,0.0573,Low,1
S102742,2022,Female,White,Yes,Yes,BUS,0.9427,0.0573,Low,1
S102743,2023,Female,White,No,No,BUS,0.6564,0.3436,Moderate,0
S102744,2020,Female,White,No,No,BUS,0.8583,0.1417,Low,1
S102745,2021,Male,Asian,No,Yes,NUR,0.788,0.212,Moderate,1
S102746,2020,Female,White,No,Yes,EDU,0.8676,0.1324,Low,1
S102747,2023,Female,White,No,No,BUS,0.6724,0.3276,Moderate,0
S102748,2021,Female,White,No,Yes,POL,0.9092,0.0908,Low,1
S102749,2023,Male,Two or More Races,Yes,No,PSY,0.816,0.184,Low,1
S102750,2020,Female,Asian,No,No,ENG,0.8566,0.1434,Low,1
S102751,2020,Female,International,Yes,No,ENG,0.6782,0.3218,Moderate,1
S102752,2022,Female,Two or More Races,No,Yes,SOC,0.87,0.13,Low,1
S102753,2022,Male,White,Yes,Yes,COM,0.9322,0.0678,Low,1
S102754,2023,Male,Hispanic/Latino,Yes,Yes,BUS,0.7239,0.2761,Moderate,0
S102755,2023,Male,White,Yes,Yes,SOC,0.9262,0.0738,Low,1
S102756,2023,Male,Black/African American,No,No,BUS,0.8579,0.1421,Low,1
S102757,2022,Female,White,Yes,No,ENG,0.8436,0.1564,Low,1
S102758,2021,Female,White,Yes,Yes,SOC,0.7389,0.2611,Moderate,1
S102759,2021,Female,Two or More Races,Yes,No,ENG,0.8403,0.1597,Low,1
S102760,2020,Male,Black/African American,No,No,CS,0.8437,0.1563,Low,1
S102761,2021,Male,International,No,Yes,PSY,0.87,0.13,Low,1
S102762,2021,Female,White,No,Yes,EDU,0.8583,0.1417,Low,1
S102763,2020,Male,White,Yes,No,COM,0.7056,0.2944,Moderate,0
S102764,2020,Female,White,Yes,No,SOC,0.9054,0.0946,Low,1
S102765,2022,Female,White,Yes,No,POL,0.6037,0.3963,Moderate,0
S102766,2021,Female,White,No,Yes,ENG,0.6686,0.3314,Moderate,1
S102767,2023,Male,White,Yes,No,PSY,0.7161,0.2839,Moderate,0
S102768,2021,Male,Asian,Yes,Yes,ENG,0.6773,0.3227,Moderate,0
S102769,2023,Female,White,Yes,No,PSY,0.87,0.13,Low,1
S102770,2022,Male,Hispanic/Latino,No,No,BIO,0.665,0.335,Moderate,0
S102771,2020,Male,Black/African American,No,No,PSY,0.7943,0.2057,Moderate,1
S102772,2020,Male,Hispanic/Latino,Yes,Yes,CS,0.6647,0.3353,Moderate,0
S102773,2022,Male,White,No,Yes,BIO,0.6669,0.3331,Moderate,0
S102774,2022,Female,White,No,No,PSY,0.85,0.15,Low,1
S102775,2021,Male,White,No,Yes,ENG,0.751,0.249,Moderate,0
S102776,2022,Female,Asian,Yes,No,NUR,0.8603,0.1397,Low,1
S102777,2023,Male,White,No,Yes,NUR,0.7553,0.2447,Moderate,1
S102778,2021,Female,White,No,Yes,EDU,0.5879,0.4121,Elevated,1
S102779,2020,Male,International,No,No,SOC,0.8676,0.1324,Low,1
S102780,2021,Male,Hispanic/Latino,No,Yes,PSY,0.8989,0.1011,Low,1
S102781,2023,Female,Black/African American,Yes,No,NUR,0.9467,0.0533,Low,1
S102782,2023,Male,White,No,No,CS,0.8605,0.1395,Low,1
S102783,2023,Female,Two or More Races,No,Yes,NUR,0.8235,0.1765,Low,1
S102784,2023,Female,White,Yes,No,SOC,0.9253,0.0747,Low,1
S102785,2020,Female,White,Yes,No,BUS,0.8299,0.1701,Low,1
S102786,2021,Male,Black/African American,No,No,ENG,0.7007,0.2993,Moderate,0
S102787,2020,Female,Black/African American,Yes,No,PSY,0.8249,0.1751,Low,1
S102788,2020,Female,White,No,No,CS,0.8299,0.1701,Low,1
S102789,2023,Male,White,No,No,EDU,0.8566,0.1434,Low,1
S102790,2023,Female,White,No,No,BIO,0.9676,0.0324,Low,1
S102791,2020,Female,Asian,Yes,No,POL,0.7239,0.2761,Moderate,1
S102792,2022,Male,Black/African American,No,No,POL,0.6354,0.3646,Moderate,0
S102793,2022,Male,White,No,Yes,CS,0.9676,0.0324,Low,1
S102794,2020,Male,White,No,Yes,PSY,0.9114,0.0886,Low,1
S102795,2023,Male,Hispanic/Latino,Yes,Yes,BIO,0.6772,0.3228,Moderate,1
S102796,2023,Nonbinary,Asian,Yes,Yes,SOC,0.8235,0.1765,Low,1
S102797,2022,Female,White,Yes,No,EDU,0.8499,0.1501,Low,1
S102798,2022,Female,Hispanic/Latino,Yes,No,CS,0.4515,0.5485,Elevated,0
S102799,2021,Female,International,No,Yes,COM,0.8557,0.1443,Low,1
S102800,2023,Female,White,Yes,No,PSY,0.5577,0.4423,Elevated,0
S102801,2021,Male,Hispanic/Latino,Yes,No,COM,0.8206,0.1794,Low,1
S102802,2023,Male,Hispanic/Latino,No,No,SOC,0.8451,0.1549,Low,1
S102803,2020,Female,Hispanic/Latino,Yes,No,CS,0.878,0.122,Low,1
S102804,2020,Female,Black/African American,Yes,No,COM,0.8365,0.1635,Low,1
S102805,2023,Male,Hispanic/Latino,No,No,ENG,0.9254,0.0746,Low,1
S102806,2021,Nonbinary,Hispanic/Latino,No,Yes,BUS,0.8708,0.1292,Low,1
S102807,2021,Female,White,No,Yes,BUS,0.5664,0.4336,Elevated,0
S102808,2023,Female,Asian,No,No,BIO,0.5951,0.4049,Elevated,0
S102809,2020,Female,White,No,Yes,BIO,0.7546,0.2454,Moderate,1
S102810,2022,Female,White,No,Yes,NUR,0.7805,0.2195,Moderate,1
S102811,2021,Female,White,No,Yes,POL,0.7929,0.2071,Moderate,1
S102812,2020,Female,Hispanic/Latino,No,No,COM,0.5577,0.4423,Elevated,0
S102813,2023,Male,Unknown,No,No,BUS,0.8372,0.1628,Low,1
S102814,2020,Female,Asian,No,No,POL,0.8411,0.1589,Low,1
S102815,2020,Female,Black/African American,No,No,PSY,0.9054,0.0946,Low,1
S102816,2022,Female,White,No,No,POL,0.87,0.13,Low,1
S102817,2023,Male,Hispanic/Latino,Yes,No,BIO,0.8613,0.1387,Low,1
S102818,2020,Female,International,No,No,BUS,0.8676,0.1324,Low,1
S102819,2022,Female,White,Yes,Yes,NUR,0.8676,0.1324,Low,1
S102820,2022,Female,Asian,No,Yes,PSY,0.8095,0.1905,Low,1
S102821,2023,Male,Hispanic/Latino,No,No,POL,0.8408,0.1592,Low,1
S102822,2020,Male,White,No,No,ENG,0.8299,0.1701,Low,1
S102823,2023,Female,Hispanic/Latino,Yes,No,NUR,0.5476,0.4524,Elevated,0
S102824,2022,Female,White,No,No,PSY,0.7752,0.2248,Moderate,0
S102825,2023,Female,White,No,No,CS,0.8805,0.1195,Low,1
S102826,2021,Male,White,Yes,Yes,ENG,0.6993,0.3007,Moderate,0
S102827,2023,Male,White,Yes,No,SOC,0.7007,0.2993,Moderate,0
S102828,2022,Female,White,No,No,BUS,0.618,0.382,Moderate,0
S102829,2020,Female,Black/African American,Yes,No,BUS,0.5808,0.4192,Elevated,0
S102830,2023,Male,White,No,Yes,EDU,0.9467,0.0533,Low,1
S102831,2023,Male,Black/African American,No,Yes,NUR,0.7509,0.2491,Moderate,0
S102832,2021,Female,Hispanic/Latino,Yes,No,COM,0.8095,0.1905,Low,1
S102833,2022,Female,White,No,Yes,PSY,0.7218,0.2782,Moderate,1
S102834,2021,Female,White,Yes,Yes,PSY,0.7841,0.2159,Moderate,1
S102835,2022,Male,Two or More Races,Yes,No,NUR,0.87,0.13,Low,1
S102836,2023,Male,Hispanic/Latino,No,No,EDU,0.8579,0.1421,Low,1
S102837,2023,Male,Two or More Races,Yes,Yes,NUR,0.613,0.387,Moderate,0
S102838,2020,Male,White,No,No,BUS,0.8186,0.1814,Low,1
S102839,2023,Female,Asian,No,Yes,ENG,0.8249,0.1751,Low,1
S102840,2021,Female,Asian,Yes,No,NUR,0.8299,0.1701,Low,1
S102841,2022,Female,International,No,No,NUR,0.6686,0.3314,Moderate,0
S102842,2023,Male,White,No,No,BIO,0.3269,0.6731,High,0
S102843,2021,Male,Two or More Races,Yes,Yes,COM,0.7929,0.2071,Moderate,0
S102844,2021,Female,White,No,No,EDU,0.8032,0.1968,Low,1
S102845,2021,Female,Black/African American,No,No,POL,0.85,0.15,Low,1
S102846,2023,Male,Hispanic/Latino,No,No,POL,0.9809,0.0191,Low,1
S102847,2021,Male,Hispanic/Latino,No,No,BIO,0.7475,0.2525,Moderate,1
S102848,2021,Male,White,No,Yes,BIO,0.8206,0.1794,Low,1
S102849,2021,Female,Asian,No,Yes,BIO,0.8805,0.1195,Low,1
S102850,2020,Male,White,Yes,No,NUR,0.8813,0.1187,Low,1
S102851,2021,Male,White,No,No,BUS,0.6223,0.3777,Moderate,1
S102852,2020,Male,Hispanic/Latino,No,No,ENG,0.7546,0.2454,Moderate,0
S102853,2020,Male,Asian,No,Yes,BUS,0.8441,0.1559,Low,1
S102854,2022,Male,White,Yes,Yes,BUS,0.8805,0.1195,Low,1
S102855,2020,Male,Hispanic/Latino,No,Yes,PSY,0.8805,0.1195,Low,1
S102856,2022,Male,White,Yes,Yes,SOC,0.5806,0.4194,Elevated,0
S102857,2023,Female,Hispanic/Latino,No,No,CS,0.8302,0.1698,Low,1
S102858,2022,Female,Hispanic/Latino,No,Yes,PSY,0.87,0.13,Low,1
S102859,2021,Male,Asian,No,No,NUR,0.6997,0.3003,Moderate,0
S102860,2020,Male,Asian,No,Yes,COM,0.87,0.13,Low,1
S102861,2023,Female,Hispanic/Latino,No,No,PSY,0.8637,0.1363,Low,1
S102862,2023,Female,White,No,No,POL,0.7627,0.2373,Moderate,1
S102863,2022,Male,Hispanic/Latino,No,Yes,NUR,0.6851,0.3149,Moderate,0
S102864,2020,Male,White,No,Yes,EDU,0.9219,0.0781,Low,1
S102865,2020,Male,White,No,No,COM,0.6455,0.3545,Moderate,1
S102866,2021,Female,Asian,No,Yes,PSY,0.7832,0.2168,Moderate,0
S102867,2020,Male,White,No,Yes,PSY,0.8805,0.1195,Low,1
S102868,2023,Male,White,No,No,POL,0.8605,0.1395,Low,1
